Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	# Decoy Protein: Combined	Coverage [%]	# Peptides	# PSMs	# Protein Unique Peptides	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Grouped): Empty	Abundances (Grouped): T1A	Abundances (Grouped): T1H	Abundances (Grouped): T3A	Abundances (Grouped): T3H	Abundances (Grouped): T5A	Abundances (Grouped): T5H	Abundances (Grouped): Wild	Abundances (Grouped) CV [%]: Empty	Abundances (Grouped) CV [%]: T1A	Abundances (Grouped) CV [%]: T1H	Abundances (Grouped) CV [%]: T3A	Abundances (Grouped) CV [%]: T3H	Abundances (Grouped) CV [%]: T5A	Abundances (Grouped) CV [%]: T5H	Abundances (Grouped) CV [%]: Wild	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Abundances Count: F1: 127C, Sample, Empty"	"Abundances Count: F1: 128C, Sample, Empty"	"Abundances Count: F1: 128N, Sample, T1A"	"Abundances Count: F1: 129N, Sample, T1A"	"Abundances Count: F1: 129C, Sample, T1H"	"Abundances Count: F1: 130N, Sample, T1H"	"Abundances Count: F1: 130C, Sample, T3A"	"Abundances Count: F1: 131N, Sample, T3A"	"Abundances Count: F1: 131C, Sample, T3H"	"Abundances Count: F1: 132N, Sample, T3H"	"Abundances Count: F1: 132C, Sample, T5A"	"Abundances Count: F1: 133N, Sample, T5A"	"Abundances Count: F1: 133C, Sample, T5H"	"Abundances Count: F1: 134N, Sample, T5H"	"Abundances Count: F1: 126, Sample, Wild"	"Abundances Count: F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41948.t1	Montipora_capitata_KBHIv3___RNAseq.g41948.t1	0	7.218	0	11	3	3	2	3	292	32.6	7.87	0	3	0		134.5	112.7	119.7	104.3	108	89.2	106.4		6.3	7.88	1.99	21.56	16.43	0.81	18.88			128.6	140.6	119.2	106.6	121.4	118.1	121.7	89.5	96.1	121.4	89.7	88.7	93.1	121.7			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14989.t1	Montipora_capitata_KBHIv3___RNAseq.g14989.t1	0	7.619	0	10	2	2	2	2	228	25.4	6.04	5.95	2	0																																																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3215.t1	Montipora_capitata_KBHIv3___RNAseq.g3215.t1	0.007	1.943	46	4	1	1	1	1	285	31.2	6.2	0	1	0	952.9	194.9	193.8	149.1	167.6	128.8	164.2	106.2		20.67	34.46	23.54	10.37	49.63	11.29	22.24	952.9		225.8	168.2	151.1	248.5	126.1	176.4	155.8	180.4	89.2	185.8	177.8	151.5	90.6	124.4	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11687.t1	Montipora_capitata_KBHIv3___RNAseq.g11687.t1	0	10.186	0	9	2	2	2	2	324	33.8	5.92	2.64	2	0	424.2	165.8	135	138	151.2	147.9	204	161.5		7.51	7.1	1.19	6.22	37.42	21.27	16.33	424.2		157.2	174.8	128.3	141.9	139.2	136.8	144.6	158	112.8	194	175.3	237.4	143.8	181.4	1		2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g21277.t1	Montipora_capitata_KBHIv3___RNAseq.g21277.t1	0	9.271	0	13	3	3	3	3	310	35.6	5.99	2.68	3	0	402.2	179.1	147.1	158.4	169	153.1	165.5	173		11.27	8.72	8.58	6.05	14.89	4.6	1.57		402.2	165.4	194	156.4	138.3	149.1	168.3	161.9	176.3	137.7	170.2	170.9	160.2	174.9	171.1		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27793.t1	Montipora_capitata_KBHIv3___RNAseq.g27793.t1	0	22.197	0	15	7	7	6	6	756	85	7.93	3.84	7	0	553.1	297.1	245.3	271.5	185.8	218	312.1	325.1		3.49	2.96	0.59	6.54	9.64	32.84	1.7		553.1	289.8	304.5	250.5	240.2	270.4	272.6	177.4	194.6	203.6	233.4	246.4	395.4	321.2	329		1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33924.t1	Montipora_capitata_KBHIv3___RNAseq.g33924.t1	0	3.779	1	8	1	1	0	1	179	20.5	4.61	2.52	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g40497.t1c	Montipora_capitata_KBHIv3___TS.g40497.t1c	0	6.338	0	17	2	3	2	2	141	15.4	4.88	3.67	2	0		20.1	21.4	23.2	18	23	20.9	22.7		2.56	7.82	1.52	2.8	19.63	7.01	2.59			19.8	20.5	22.6	20.3	22.9	23.4	18.4	17.7	20	26.5	22	19.9	22.3	23.1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3328.t1	Montipora_capitata_KBHIv3___RNAseq.g3328.t1	0	27.513	0	31	7	17	7	7	299	34.4	6.96	9.09	7	0	154.8	381	414.2	352.4	486.4	371.5	422.7	369.9		7.87	5.19	3.49	1.64	7.7	3.4	1.22		154.8	402.8	360.4	399.3	429.7	361.2	343.8	480.8	492	351.7	392.3	433	412.6	366.7	373.1		1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s197_g12158	Durusdinium_trenchii_CCMP2556_v1___s197_g12158	0.002	3.198	13	1	1	1	0	1	1342	146.7	6.77	0	1	0		18.3	11.3	17.7	7.6	13.5	20.9	14.9		0.8	9.44	19.47	18.02	8.95	59.45	35.24			18.2	18.4	10.5	12.1	20.4	15.4	8.7	6.7	12.6	14.3	13.4	32.8	11.6	19.3			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47493.t1	Montipora_capitata_KBHIv3___RNAseq.g47493.t1	0	5.042	1	17	1	1	1	1	94	11.2	8.54	2	1	0		34.2	40.9	36.2	46.8	34.6	41.3	47		38.56	37.87	13.05	11.69	2.38	37.18	49.22			45.2	25.8	53.8	31.1	39.8	33	43	50.8	35.1	34	54	31.5	67.6	32.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43870.t1	Montipora_capitata_KBHIv3___RNAseq.g43870.t1	0	69.573	0	32	14	27	14	14	565	65	5.71	31.71	14	0	1107.5	454.7	433.8	390.4	453.6	817.8	667.7	410.3	16.3	15.61	20.87	3.1	15.57	75.36	69.03	7.44	1243.4	986.4	407	507.9	503.3	373.9	382	399.1	506.6	406.1	1481.5	451.4	391.6	1138.5	432.5	389.3	1	4	8	8	7	7	8	8	8	7	8	8	8	8	7	7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g396.t1	Montipora_capitata_KBHIv3___RNAseq.g396.t1	0.005	2.196	32	5	1	1	1	1	177	20	5.45	0	1	0	99.8	44	72.3	44.6	58.2	45.2	44.3	50.9		13.62	15.63	4.09	19.88	10.65	5.27	9.66		99.8	48.4	39.9	64.7	80.8	46	43.4	67.1	50.6	41.9	48.7	42.7	46	47.5	54.5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41937.t1	Montipora_capitata_KBHIv3___RNAseq.g41937.t1	0	4.416	1	6	1	1	1	1	285	31.8	6.37	2.7	1	0		54.6	51.2	43.3	48.5	39.7	32	49.1		4.35	7.87	7.37	3.34	38.4	39.36	12.73			56.3	52.9	54.2	48.5	45.6	41.1	49.6	47.3	30.1	52.5	42.5	24	44.9	53.8			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9255.t1	Montipora_capitata_KBHIv3___RNAseq.g9255.t1	0	5.135	1	4	1	2	0	1	225	24	5	3.38	1	0																																																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g28167.t1	Montipora_capitata_KBHIv3___RNAseq.g28167.t1	0	5.079	1	1	1	1	1	1	873	94.8	6.93	2.03	1	0																																																	Not Found	Not Found	High	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s258_g14746_i2	Durusdinium_trenchii_CCMP2556_v1___s258_g14746_i2	0	4.573	1	4	2	2	0	2	503	55.6	6.44	2.82	2	0																																																	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13284.t2	Montipora_capitata_KBHIv3___RNAseq.g13284.t2	0.002	3.086	13	3	2	2	2	2	714	80.3	5.27	2.07	2	0		123.1	212.2	175.9	147.5	123.1	122.4	131.8		0.28	3.83	7.6	22.23	9.37	19.2	0.55			122.8	123.3	218.1	206.6	166.7	185.6	172.8	125.9	131.6	115.2	106.8	140.3	131.3	132.3			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37508.t1	Montipora_capitata_KBHIv3___RNAseq.g37508.t1	0	4.101	1	2	1	1	1	1	467	52.9	5.78	0	1	0																																																	Not Found	Not Found	High	High	High	High	Not Found	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g2100.t2	Montipora_capitata_KBHIv3___TS.g2100.t2	0	10.555	0	3	2	2	2	2	1097	122.4	8.79	6.85	2	0		21.9	22.8	23	17.2	20.1	18.3	20.4		11.49	20.46	4.78	5.75	20.88	3.61	13.25			20.2	23.8	26.3	19.7	23.8	22.2	18	16.6	23.3	17.3	17.9	18.8	22.5	18.6			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7372.t1	Montipora_capitata_KBHIv3___RNAseq.g7372.t1	0	24.594	0	18	4	8	4	4	311	33.1	5.59	4.34	4	0		215.6	204.8	179	232.3	215.3	193.4	220.7		1.33	6.73	16.39	3.27	25.52	31.59	7.81			217.6	213.5	195.2	214.7	201.1	159.3	227	237.8	179.4	258.4	242.8	154.1	233.3	208.9			4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g9805.t1	Montipora_capitata_KBHIv3___TS.g9805.t1	0	4.089	1	4	2	2	2	2	493	54.4	9.64	0	2	0																																																	Not Found	Not Found	High	High	High	Not Found	High	High	High	High	Not Found	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s103_g7761	Durusdinium_trenchii_CCMP2556_v1___s103_g7761	0.006	2.049	38	2	1	1	1	1	983	108.9	7.55	2.79	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13594.t1	Montipora_capitata_KBHIv3___RNAseq.g13594.t1	0	3.799	1	15	1	1	1	1	80	8.4	4.72	0	1	0		91.4	64.4	57.4	43.3	62.7	76.6	86.6		27.11	19.11	5.18	8.19	44.65	26.08	25.19			111	75.3	73.8	56.2	55.3	59.6	40.9	45.9	86.9	45.2	63.5	92.3	72.4	103.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24429.t2	Montipora_capitata_KBHIv3___RNAseq.g24429.t2	0	3.983	1	3	2	2	2	2	1064	120.2	6.98	5.32	2	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6793.t1	Montipora_capitata_KBHIv3___RNAseq.g6793.t1	0	17.648	0	15	7	9	7	7	474	54.7	7.17	5.94	7	0	31.2	615.4	627.8	569.4	612.9	588.8	432	574.4		5.87	3.52	6.32	0.09	13.63	39.46	1.56		31.2	641.4	590.3	643.6	612.3	544.5	595.5	612.5	613.3	648.6	534.5	575.4	324.4	568.1	580.8		1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27095.t1	Montipora_capitata_KBHIv3___RNAseq.g27095.t1	0	8.628	0	10	2	2	2	2	324	36.2	6.84	2.52	2	0		41.5	39.9	41.4	42.9	36	34.3	38.1		7.54	17.69	9.91	14.17	12.99	7.25	30.84			39.4	43.8	45.2	35.1	38.6	44.4	47.4	38.8	32.8	39.4	32.6	36.2	30.5	47.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g31336.t1	Montipora_capitata_KBHIv3___RNAseq.g31336.t1	0	11.75	0	11	5	5	5	5	439	49.9	9.6	4.59	5	0	703.5	281.4	353.8	406.5	322.8	272.3	305.5	296.7	56.07	3.74	3.73	0.46	6	17.51	9.09	3.71	1070.2	462.5	288.9	274.1	344.6	363.3	405.1	407.8	309.4	336.8	308.3	240.4	286.4	325.8	289	304.6	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s246_g14174_i1	Durusdinium_trenchii_CCMP2556_v1___s246_g14174_i1	0.003	2.868	15	2	1	1	0	1	671	76.2	7.91	2.4	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g17023.t3	Montipora_capitata_KBHIv3___TS.g17023.t3	0	48.883	0	19	9	13	9	9	588	66.3	6.24	12.16	9	0	1307.3	293.2	379.3	309	449	286	304.3	286.6	107.54	5.18	6.95	8.4	23.56	2.61	6.33	19.72	3543.6	482.3	304.1	282.6	398.4	361.1	291.1	327.9	531.2	379.5	280.8	291.3	318.2	291	329.8	249.1	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g30028.t1	Montipora_capitata_KBHIv3___RNAseq.g30028.t1	0	28.175	0	35	5	15	5	5	193	22	5.99	19.62	5	0	667.1	708.7	701.6	601.5	816.3	939	870.9	761.8	97.34	11.86	6.31	5.15	13.3	5.2	33.48	16.06	286.6	1552.4	651.5	770.8	733.6	670.9	580	623.9	897	742.8	974.2	905.1	1108.6	684.2	679.7	853.8	1	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9429.t1	Montipora_capitata_KBHIv3___RNAseq.g9429.t1	0.004	2.317	25	1	1	1	1	1	2035	226.6	5.19	0	1	0																																																	Not Found	Not Found	Not Found	High	High	High	High	High	High	High	High	Not Found	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7415.t1	Montipora_capitata_KBHIv3___RNAseq.g7415.t1	0.003	2.628	16	2	1	1	1	1	415	48.8	9.6	2.15	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g24761.t1	Montipora_capitata_KBHIv3___TS.g24761.t1	0	4.748	1	3	1	1	0	1	628	70.4	6.96	0	1	0																																																	Not Found	Not Found	High	High	High	Not Found	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19542.t1	Montipora_capitata_KBHIv3___RNAseq.g19542.t1	0.003	2.604	17	0	1	1	1	1	2727	300.4	5.43	1.88	1	0																																																	Not Found	Not Found	High	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18363.t1	Montipora_capitata_KBHIv3___RNAseq.g18363.t1	0	43.072	0	10	10	11	10	10	2241	244.9	5.24	14.79	10	0	484.1	317.3	203.2	302.2	233.5	270	283.4	422.3		25.02	16.95	0.67	5.84	3.66	56.2	2.6		484.1	265.3	379.4	229.3	180.2	303.7	300.8	224.1	243.4	277.1	263.1	186.1	431.5	414.6	430.1		2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29362.t1	Montipora_capitata_KBHIv3___RNAseq.g29362.t1	0	51.322	0	31	17	21	17	17	647	74.5	6.23	17.79	17	0	818.1	751.9	580.4	978.7	574.8	630.2	989.2	1105.1	38.81	27.81	35	10.74	10.46	41.54	48.28	5.32	1084.2	617.3	917.7	616.1	450.8	747.3	907	1056.1	533.7	619	852.9	465.6	693.2	1411.7	1064.3	1147.4	1	2	9	9	9	9	9	10	9	9	10	9	10	10	9	9	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.9559_t	Montipora_capitata_KBHIv3___RNAseq.9559_t	0.002	3.177	13	5	1	2	1	1	241	27.5	6.43	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g33523.t1	Montipora_capitata_KBHIv3___TS.g33523.t1	0	4.472	1	7	2	3	2	2	233	26.6	5.83	2.02	2	0		20	22.4	22.5	18.7	22.5	12	22.4		2.01	12.94	2.16	18.2	2.1	50.56	10.17			20.3	19.7	24.6	20.4	22.2	22.9	21.3	16.4	22.9	22.2	17.5	8.3	20.9	24.1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s2638_g48707	Durusdinium_trenchii_CCMP2556_v1___s2638_g48707	0	5.039	1	10	2	2	1	2	267	28.9	4.94	2.02	2	0		42.8	31.5	49.6	30.6	44.8	76.3	48.2		2.82	3.6	34.63	23.88	21.55	76.63	29.5			41.9	43.7	30.8	32.4	63.7	38.6	25.8	36.3	52.2	38.4	41.6	140	39	59.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12842.t1	Montipora_capitata_KBHIv3___RNAseq.g12842.t1	0	7.007	0	13	3	3	1	3	267	30.4	5.44	5.01	3	0		76	45.9	90.5	36.1	91.7	80.3	36.3		34.27	27.79	26.33	8.58	90.37	42.64	38.1			97.3	59.4	37.6	56	75	109.3	34	38.4	195.3	43	109.6	58.8	27.5	47.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35086.t1	Montipora_capitata_KBHIv3___RNAseq.g35086.t1	0.001	3.482	7	3	2	2	1	1	678	77.8	8.4	4.11	2	0	108.8	71.1	89.1	80.6	84.3	70.5	65.5	70.5		3.25	3.62	0.11	1.32	3.08	24.2	20.23		108.8	69.5	72.8	91.5	86.9	80.7	80.5	85.1	83.6	72.1	69	77.9	55.1	81.4	61		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g50098.t1	Montipora_capitata_KBHIv3___RNAseq.g50098.t1	0	4.442	1	13	2	2	2	2	248	28.4	7.97	2.56	2	0		34.8	25.9	31	23.8	45	30.8	33.1		1.19	15.15	6.69	1.19	10.18	19.94	3.8			35	34.5	28.9	23.3	29.6	32.5	23.6	24	41.8	48.3	26.7	35.4	32.2	34			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9096.t1	Montipora_capitata_KBHIv3___RNAseq.g9096.t1	0	14.089	0	21	5	5	5	5	248	28.1	7.23	5.47	5	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44186.t1	Montipora_capitata_KBHIv3___RNAseq.g44186.t1	0	12.365	0	12	3	3	3	3	446	51.3	7.5	7.04	3	0	187.2	55.5	47.4	51.8	41.9	56.3	50.2	40.9		4.42	6.88	3.2	6.66	10.51	18.4	0.58		187.2	53.8	57.3	45.2	49.8	50.6	53	43.9	40	52.3	60.7	44.1	57.3	40.7	41		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29479.t1	Montipora_capitata_KBHIv3___RNAseq.g29479.t1	0	42.558	0	12	14	15	9	9	1529	171.6	5.96	7.68	14	3	211.8	389.5	381.8	313.8	334.3	243.1	402.5	347.6	67.39	14.42	38.11	2.97	4.19	54.66	16.6	2.2	126.1	355.7	431.4	351.6	289.7	503.4	307.3	320.5	324.5	344.4	161.7	365.5	357.7	452.9	342.2	353	1	2	7	7	7	7	7	7	7	7	5	7	7	7	7	7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13012.t1	Montipora_capitata_KBHIv3___RNAseq.g13012.t1	0	21.874	0	27	7	8	5	7	307	34.6	5.1	6.38	7	0	39	371.1	338.5	339.3	304.4	477.1	512.4	307.3		18.86	3.55	3.52	2	66.7	73.3	12.24		39	324.5	424.3	347.1	330.1	331	347.9	308.7	300.1	796.2	285.8	288.6	909.7	281.7	335.1		1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g36205.t1	Montipora_capitata_KBHIv3___RNAseq.g36205.t1	0	6.303	0	4	1	1	1	1	550	60	8.25	0	1	0		58.9	54.5	65.1	33.1	52.4	38.8	46		2.49	13.38	3.13	10.41	26.01	47.51	7.62			57.9	60	59.9	49.5	63.7	66.6	30.7	35.6	63.1	43.5	27.4	55.1	43.6	48.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43627.t1	Montipora_capitata_KBHIv3___RNAseq.g43627.t1	0.003	2.581	17	4	2	2	0	1	395	44.4	5.86	0	2	0		54	41.4	38.1	63	80.6	71	48.7		25.37	45.85	12.11	22.92	43.52	31.07	2.91			64.8	45.1	29.6	58	41.5	34.9	53.5	74.2	58.6	110.8	88.8	56.8	47.7	49.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g19284.t2	Montipora_capitata_KBHIv3___TS.g19284.t2	0	26.839	0	25	7	14	7	7	303	34.9	9.36	15.67	7	0	981.8	571.8	650	617.7	909.6	415.7	431.3	627.9	117.41	27.68	6.61	5.7	10.96	36.62	64.73	13.26	3223.8	299	697.2	468.9	681.1	620.3	643.1	593.3	983.1	841.6	318.9	541.8	707.1	263.1	689.8	571.5	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
